# collected from ~/text (user diary) via MeCab enumeration.
あ	亜
こうとうむけい	荒唐無稽
こうとくいん	高徳院
こうど	高度
こうどう	行動,講堂,香道,公道
こうどく	購読
こうない	口内,校内,構内
こうないえん	口内炎
こうなん	港南
こうなんだい	港南台
こうにゅう	購入
こうにん	公認,後任,降任
こうねつ	光熱
こうねんき	更年期
こうの	河野
こうは	硬派
こうはい	後輩,高配,荒廃,後背
こうはく	紅白
こうはつ	後発
こうはん	広範
こうはんい	広範囲
こうばい	購買,紅梅
こうばん	交番
こうひ	公費
こうひすたみんざい	抗ヒスタミン剤
こうひょう	公表,講評,好評
こうび	後尾
こうふ	甲府,交付
こうふう	校風
こうふく	幸福
こうふん	興奮
こうぶ	後部
こうぶつ	好物
こうぶん	構文
こうへい	浩平,公平
こうべ	神戸
こうべだい	神戸大
こうほ	候補
こうほう	後方,広報,公法,公報
こうぼ	酵母,公募
こうぼう	工房,興亡,攻防,光芒
こうみ	香味
こうみつ	高密
こうみゃく	鉱脈
こうみょう	巧妙,功名
こうみん	公民
こうみんかん	公民館
こうむ	工務
こうむいん	公務員
こうめいとう	公明党
こうもく	項目
こうもん	肛門,校門
こうやく	公約
こうやさん	高野山
こうゆ	香油
こうゆう	交友
こうよう	紅葉,高揚,向陽,公用
こうら	甲羅
こうらい	高麗
こうらく	行楽
こうらくえん	後楽園
こうり	小売
こうりつ	効率,公立
こうりゃく	攻略
こうりゅう	交流
こうりょ	考慮
こうりょく	効力
こうりん	降臨,光臨
こうれい	恒例,高齢
こうろ	航路
こうろん	口論
こうわ	講話
こうわん	港湾
こえ	声
こおどり	小躍り
こおり	氷
こおりまくら	氷枕
こおりみず	氷水
こおりやま	郡山
こかげ	小陰,木陰
こかぶ	子株
こかん	股間
こかんせつ	股関節
こが	古賀
こがいしゃ	子会社
こがた	小型
こがたしゃ	小型車
こがねい	小金井
こがら	小柄
こがわせ	小為替
こがん	湖岸
こきざみ	小刻み
こきゃく	顧客
こきゅう	呼吸,胡弓
こきょう	故郷
こきんとう	胡錦涛
こぎって	小切手
こぎれい	小綺麗
こく	刻,酷
こくいん	刻印
こくえい	国営
こくがい	国外
こくぎ	国技
こくご	国語
こくさい	国際,国債
こくさいきりすときょうだいがく	国際基督教大学
こくさん	国産
こくし	酷使
こくしょう	国生
こくしょく	黒色
こくじん	黒人
こくせいちょうさ	国勢調査
こくせき	国籍
こくぜい	国税
こくぜいちょう	国税庁
こくそ	告訴
こくそう	国葬
こくち	告知
こくてつ	国鉄
こくとう	黒糖
こくど	国土
こくどう	国道
こくない	国内
こくないがい	国内外
こくないせん	国内線
こくはく	告白
こくはつ	告発
こくばん	黒板
こくふ	国富
こくふく	克服
こくぶんじ	国分寺
こくべつ	告別
こくほ	国保
こくほう	国宝
こくみん	国民
こくめい	克明
こくりつ	国立
こくりょく	国力
こくれん	国連
こぐすり	粉薬
こぐれ	小暮
こけ	苔
こけい	固形
こげ	焦げ
こげちゃ	焦げ茶
こげめ	焦げ目
ここ	個々
ここち	心地
こころ	心
こころあたり	心当たり
こころえ	心得
こころおき	心置き
こころがけ	心掛け
こころざし	志
こころづけ	心付け
こころのこり	心残り
こころまち	心待ち
こころみ	試み
こころもち	心持ち
こご	古語
こごえ	小声
こごと	小言
こごめ	小籠
こさじ	小さじ
こさめ	小雨
こさん	古参
こざら	小皿
こし	腰,越,古紙
こしかけ	腰掛け
こしごえ	腰越
こしつ	個室,固執
こしょ	古書
こしょう	故障,胡椒,呼称
こじ	孤児,居士
こじき	乞食,古事記
こじま	小島
こじん	個人
こすう	個数
こすが	小菅
こすぎ	小杉
こせい	個性
こせき	戸籍
こせん	古銭
こぜに	小銭
こそく	姑息
こそだて	子育て
こそどろ	こそ泥
こたい	個体
こたえ	答え,答,応え
こたつ	炬燵
こだい	古代
こだいもうそう	誇大妄想
こだいら	小平
こだき	小滝
こだま	児玉
こちゃく	固着
こちょう	胡蝶,誇張
こっか	国家
こっかい	国会
こっかいとしょかん	国会図書館
こっかく	骨格
こっき	国旗
こっきょう	国境
こっけい	滑稽
こっこう	国交
こっし	骨子
こっせつ	骨折
こっとう	骨董
こっぱみじん	木っ端微塵,木っ端みじん
こつそしょうしょう	骨粗鬆症
こつばん	骨盤
こつぶ	小粒
こづかい	小遣い,小遣
こづれ	子連れ
こて	小手
こてい	固定
こてん	古典,個展
こと	事,殊,異,琴,古都
ことうら	琴浦
ことがら	事柄
ことに	琴似
ことば	言葉,詞
ことばすくな	言葉少な
ことばづかい	言葉づかい
ことぶき	寿,壽
ことり	小鳥
ことわり	断り
こどう	鼓動
こどく	孤独
こども	子ども,子供,小友,小人
こどもべや	子供部屋
こな	粉
こなか	小中
こながや	小長谷
こなつ	小夏
こにし	小西
こねこ	子猫
このえ	近衛
このか	木乃香
このくさ	神種
このした	木の下
このみ	好み
このよ	この世
こはく	琥珀
こはし	小橋
こはる	小春
こはん	湖畔
こばち	小鉢
こばと	小鳩
こばやし	小林
こばら	小腹
こひつじ	子羊
こびやま	小檜山
こびん	小瓶
こふう	古風
こふん	古墳
こぶ	瘤,鼓舞
こぶくろ	小袋
こぶし	古武士,拳
こぶちざわ	小淵沢
こぶとり	小太り
こぶり	小降り,小振り
こべつ	個別
こほく	湖北
こぼね	小骨
こま	駒
こまか	細か
こまがだけ	駒ヶ岳
こまぎり	細切り
こまぎれ	細切れ
こまく	鼓膜
こまごめ	駒込
こまざわ	駒沢
こまた	古俣
こまだい	駒大
こまち	小町
こまつ	小松
こまつか	駒塚
こまつだ	小松田
こまつな	小松菜
こみ	込,込み
こみち	小道
こみなと	小湊
こみなみ	小南
こむぎ	小麦
こむぎこ	小麦粉
こむらがえり	こむら返り
こむろ	小室
こめ	米
こめぬか	米糠
こめびつ	米びつ
こめや	米屋
こめん	湖面
こもじ	小文字
こもち	子持ち,子持
こもの	小物
こもり	小森,子守
こもれび	木漏れ日
こや	古屋,小屋
こやく	子役
こやす	子安
こゆう	固有
こゆうち	固有値
こゆうべくとる	固有ベクトル
こゆうめいし	固有名詞
こゆき	粉雪,小雪
こゆび	小指
こよう	雇用
こよみ	暦
こり	凝り,梱
こりつ	孤立
ころあい	頃合
ころし	殺し
ころも	衣
ころもがえ	衣替え
こわくだに	小涌谷
こわけ	小分け
こん	婚,近,紺
こんい	懇意
こんいろ	紺色
こんいん	婚姻
こんかん	根幹
こんがん	懇願
こんき	今期,根気,婚期
こんきゅう	困窮
こんきょ	根拠
こんげん	根源
こんごう	混合,金剛
こんざい	混在
こんざつ	混雑
こんしん	懇親,渾身,混信
こんじょう	根性
こんすい	昏睡
こんせき	痕跡
こんせん	混戦
こんぜんいったい	渾然一体
こんたん	魂胆
こんだて	献立
こんだん	懇談
こんちゅう	昆虫
こんてい	根底
こんどう	混同,近藤
こんなん	困難
こんにゅう	混入
こんの	今野,金野,昆野
こんぱい	困憊
こんぴら	金比羅
こんぶ	昆布
こんぺき	紺碧
こんぽう	梱包
こんぽん	根本
こんやく	婚約
こんよく	混浴
こんらい	今来
こんらん	混乱
こんわ	懇話
こんわく	困惑
ご	碁
ごい	語彙
ごう	合,業,豪
ごうい	合意
ごういん	強引
ごうう	豪雨
ごうおん	轟音
ごうか	豪華
ごうかく	合格
ごうき	豪気
ごうきゅう	号泣
ごうぎ	合議
ごうけい	合計
ごうけつ	豪傑
ごうこん	合コン
ごうご	豪語
ごうし	合祀,合資
ごうしゃ	号車
ごうじょう	強情
ごうせい	合成,豪勢
ごうせつ	豪雪
ごうだつ	強奪
ごうてい	豪邸
ごうとう	強盗
ごうどう	合同
ごうどうちょうしゃ	合同庁舎
ごうひ	合否
ごうまん	傲慢
ごうもん	拷問
ごうら	強羅
ごうり	合理
ごうりゅう	合流
ごえい	護衛
ごかい	誤解
ごかく	互角
ごかん	互換,語感,語幹
ごがく	語学
ごき	誤記,語気
ごく	語句
ごくどう	極道
ごくひ	極秘
ごくひん	極貧
ごくらく	極楽
ごくらくばし	極楽橋
ごくろう	ご苦労
ごげん	語源
ごこく	五穀,護国
ごこくじ	護国寺
ごさ	誤差
ごさい	後妻
ごさん	誤算
ごしま	五島
ごしょう	後生
ごしょく	誤植
ごしん	誤診
ごじ	誤字
ごじせい	ご時世
ごじょうめ	五城目
ごぜん	御膳,御前
ごそうさ	誤操作
ごぞんじ	ご存知,ご存じ
ごたんだ	五反田
ごちそう	ご馳走
ごったに	ごった煮
ごつごうしゅぎ	ご都合主義
ごてん	御殿
ごてんば	御殿場
ごとう	後藤
ごとうれっとう	五島列島
ごとく	如く
ごどうさ	誤動作
ごにん	誤認
ごはん	ご飯,御飯
ごばく	誤爆
ごび	語尾
ごぶさた	ご無沙汰
ごほう	誤報
ごま	胡麻
ごまあぶら	ごま油,ゴマ油,胡麻油
ごみすて	ごみ捨て
ごみばこ	ゴミ箱,ごみ箱
ごめん	御免,ご免
ごもく	五目
ごよう	御用
ごようたつ	御用達
ごらく	娯楽
ごらん	ご覧
ごりおし	ごり押し
ごりやく	御利益
ごりょう	御陵
ごりょうかく	五稜郭
ごりん	五輪
ごろ	語呂
ごろあわせ	語呂合わせ
ごろく	語録
ごろね	ごろ寝
さ	差,佐
さい	菜,差異,賽,才
さいあく	最悪
さいえん	菜園
さいおおて	最大手
さいか	最下
さいかい	再開,再会,最下位
さいがい	災害
さいき	再帰,再起,斉木
さいきょう	最強
さいきょうせん	埼京線
さいきん	細菌
さいく	細工
さいくつ	採掘
さいけつ	採血
さいけん	再建,債券,債権
さいげん	再現,際限
さいこう	最高,再考,採光
さいこうちょう	最高潮
さいこうほう	最高峰
さいこくふんじ	西国分寺
さいこん	再婚
さいご	最後
さいさい	再々
さいさき	幸先
さいさん	採算
さいし	妻子,再試
さいしき	彩色
さいしどう	再始動
さいしゅ	採取
さいしゅう	最終
さいしょ	最初
さいしょう	最小
さいしょうげん	最小限
さいしょうこうばいすう	最小公倍数
さいしょく	菜食
さいしん	最新,細心,最深
さいじ	催事,細字
さいじつ	祭日
さいじょう	斎場,最上
さいじょうかい	最上階
さいすん	採寸
さいせい	再生
さいせいかい	済生会
さいせき	採石
さいせん	賽銭
さいせんたん	最先端
さいぜん	最善,最前
さいそう	再送
さいそく	催促,最速
さいたい	妻帯
さいたく	採択
さいたま	埼玉
さいたん	最短
さいだい	最大
さいだいげん	最大限
さいだいこうやくすう	最大公約数
さいだん	裁断,祭壇
さいちゅう	最中
さいちょう	最長
さいてい	最低
さいていげん	最低限
さいてき	最適
さいてん	採点,祭典
さいでら	佐井寺
さいとう	斎藤,斉藤
さいなん	災難
さいねん	再燃
さいのう	才能
さいのかみ	幸神
さいはつ	再発
さいばい	栽培
さいばし	菜箸
さいばん	裁判
さいばんしょ	裁判所
さいふ	財布
さいぶ	細部
さいぶん	細分
さいへん	再編
さいほう	裁縫
さいぼう	細胞
さいみん	催眠
さいむ	債務
さいよう	採用
さいらい	再来
さいりょう	裁量
さいわい	幸い,幸
さえ	冴え,冴
さえき	佐伯
さえぐさ	三枝
さお	竿
さおり	沙織
さか	坂
さかい	酒井,界,境,坂井,堺
さかいがわ	境川
さかいめ	境目
さかえ	栄
さかき	榊
さかさ	逆さ
さかさま	逆さま
さかした	坂下
さかずき	盃
さかて	逆手
さかな	魚
さかない	阪内
さかなで	逆なで
さかなや	魚屋
さかの	坂野
さかのした	坂の下
さかば	酒場
さかまき	坂巻,坂牧
さかみち	坂道
さかもと	坂本
さかもり	酒盛り
さかや	酒屋
さかり	盛
さが	佐賀,嵯峨
さがく	差額
さがのせん	嵯峨野線
さがみ	相模
さがみおおの	相模大野
さがみの	さがみ野
さがり	下がり
さがわ	佐川
さがわきゅうびん	佐川急便
さき	先,崎,咲,咲き
さきえ	咲枝
さきおくり	先送り
さきまわり	先回り
さきやす	先安
さきゆき	先行き
さきよみ	先読み
さぎ	詐欺
さぎのみや	鷺ノ宮
さぎょう	作業
さく	作,索,策,朔
さくいん	索引
さくが	作画
さくき	昨季
さくげん	削減
さくご	錯誤
さくさん	酢酸
さくし	作詞,策士
さくしゃ	作者
さくしゅ	搾取
さくじ	作治
さくじょ	削除
さくず	作図
さくせい	作成
さくせん	作戦
さくちゅう	作中
さくてい	策定
さくばん	昨晩
さくひん	作品
さくふう	作風
さくぶん	作文
さくら	桜,佐倉
さくらい	桜井,櫻井
さくらえび	桜蝦
さくらこ	櫻子
さくらじま	桜島
さくらだ	桜田
さくらだい	さくら台
さくらだもん	桜田門
さくらもち	桜餅
さくりゃく	策略
さくれい	作例
さぐり	探り
さけ	酒,鮭
さけのみ	酒飲み
さけび	叫び
さけびごえ	叫び声
さげ	下げ
さこ	迫
さこつ	鎖骨
ささ	佐々,笹
ささい	些細
ささえ	支え
ささき	佐々木,笹木
ささげ	棒
ささご	笹子
ささづか	笹塚
ささやき	囁き
さし	差し,刺し,指し
さしいれ	差し入れ
さしえ	挿絵
さしかえ	差し替え
さしこみ	差し込み
さしず	指図
さしだしにん	差出人
さしね	指値
さしば	差し歯
さしひき	差引
さしみ	刺身
さしもどし	差し戻し
さじ	匙
さじかげん	匙加減
さじき	桟敷
させつ	左折
させぼ	佐世保
させん	左遷
さそい	誘い
さた	沙汰
さだ	貞,定
さだか	定か
さだかた	定方
さだこ	貞子
さだみつ	貞光
さち	祥
さちこ	幸子,祥子
さちよ	祥代
さっ	察
さっか	作家
さっかく	錯覚
さっきょく	作曲
さっきん	殺菌
さっし	冊子,察し
さっしん	刷新
さっそう	颯爽
さっち	察知
さっちゅう	殺虫
さっぷうけい	殺風景
さっぽろ	札幌
さっぽろきた	札幌北
さっぽろみなみ	札幌南
さつ	札
さつい	殺意
さつえい	撮影
さつがい	殺害
さつじん	殺人
さつたば	札束
さつばつ	殺伐
さつまあげ	薩摩揚
さつまえ	札前
さてい	査定
さと	里,郷
